CUSEC;DISTRITO;TIPO;Shape_Area;M2V;HMC;PSH;PSV;V5P;PTV5
5029703074;03;SECCION CENSAL;146307.23552;96.3186895011169;38.8982641271125;2.40178571428571;2.47697974217311;0.371747211895911;0.184162062615101
5029703075;03;SECCION CENSAL;145143.511587;96.4760319573901;38.194557202131;2.43435980551053;2.51591289782245;4.72703062583222;2.01005025125628
5029703076;03;SECCION CENSAL;24618.5500762;89.4118050789293;34.5317610052556;2.48634812286689;2.60178571428571;13.6582017844887;5.53571428571429
5029703077;03;SECCION CENSAL;49207.7007215;99.8826025459689;38.7568327232415;2.46771378708551;2.54774774774775;7.85007072135785;3.42342342342342
5029703078;03;SECCION CENSAL;33550.5606016;110.0;40.1085721051387;2.69281045751634;2.7375415282392;0.0;0.0
5029703079;03;SECCION CENSAL;18526.8419181;67.0844444444444;25.1286011738546;2.32438016528926;2.67857142857143;29.2444444444444;12.8571428571429
5029703080;03;SECCION CENSAL;55947.51938;123.647249190939;48.3383586676345;2.5327868852459;2.5643153526971;0.0;0.0
5029703081;03;SECCION CENSAL;28333.4144815;102.301092043682;43.6259871512873;2.40892857142857;2.46167883211679;0.0;0.0
5029703082;03;SECCION CENSAL;70100.5653618;115.186507936508;41.089024509898;2.73913043478261;2.79113924050633;0.0;0.0
5029703083;03;SECCION CENSAL;15721.9404144;101.0;40.6622322162717;2.40316205533597;2.48670756646217;0.0;0.0
5029703084;03;SECCION CENSAL;9632.69712976;104.816464237517;43.969860548808;2.30841121495327;2.38263665594855;0.0;0.0
5029703085;03;SECCION CENSAL;18665.5241232;105.416600159617;45.8717580643059;2.18673647469459;2.28649635036496;5.90582601755786;2.18978102189781
5029703086;03;SECCION CENSAL;48955.2589862;89.9168039538715;35.5257694457519;2.39920948616601;2.52916666666667;14.827018121911;5.625
5029703087;03;SECCION CENSAL;12184.3438903;80.3079207920792;31.3008567452084;2.37647058823529;2.55696202531646;24.5544554455446;10.379746835443
5029703088;03;SECCION CENSAL;11981.9908503;68.0522222222222;27.9456128180652;2.21130221130221;2.43243243243243;23.8888888888889;10.0
5029703089;03;SECCION CENSAL;282075.991692;77.7343020238713;34.6601447732115;2.11293859649123;2.23809523809524;11.0534509600415;4.0650406504065
5029703090;03;SECCION CENSAL;30201.0892553;82.3500761035008;35.0800293497552;2.18635607321131;2.31746031746032;7.30593607305936;2.82186948853616
5029704001;04;SECCION CENSAL;30835.5081383;80.726825266612;34.4417681578512;2.1729055258467;2.3263358778626;18.129614438064;6.6793893129771
5029704002;04;SECCION CENSAL;25027.4751597;94.1740020470829;41.5564470269215;2.16629711751663;2.24082568807339;6.85772773797339;2.52293577981651
5029704003;04;SECCION CENSAL;20423.0196176;110.023002421308;46.5859641691943;2.20855614973262;2.3399433427762;6.53753026634383;1.98300283286119
5029704004;04;SECCION CENSAL;57929.6340223;92.401559454191;38.9698331685664;2.18297872340426;2.36042944785276;11.1760883690708;3.98773006134969
5029704005;04;SECCION CENSAL;27934.5542227;91.545996592845;40.7785034864607;2.11151079136691;2.23619047619048;7.24020442930153;2.66666666666667
5029704006;04;SECCION CENSAL;25612.3574628;86.0170731707317;37.3927865317432;2.17314487632509;2.30769230769231;16.5040650406504;5.44090056285178
5029704007;04;SECCION CENSAL;20195.2635137;78.0501296456353;32.6507824655964;2.21647509578544;2.38556701030928;15.8167675021608;5.56701030927835
5029704008;04;SECCION CENSAL;20255.3673208;96.7234589041096;37.8549331485568;2.27680311890838;2.48510638297872;18.8356164383562;6.59574468085106
5029704009;04;SECCION CENSAL;45374.7848257;85.1207243460765;34.0558483334959;2.24477611940299;2.44951140065147;18.218085106383;6.51465798045603
5029704010;04;SECCION CENSAL;26749.5286097;75.984725965858;33.1799687438395;2.05730129390018;2.24848484848485;12.1293800539084;4.64646464646465
5029704011;04;SECCION CENSAL;246914.865707;142.691194209891;52.5798277485751;2.56350364963504;2.68091603053435;5.75170842824601;2.44274809160305
5029704012;04;SECCION CENSAL;64379.2779218;112.759398496241;43.0572416501643;2.40168539325843;2.50733137829912;7.71929824561404;2.93255131964809
5029704013;04;SECCION CENSAL;9465.02079851;106.097222222222;44.8975542461651;2.24066390041494;2.36323851203501;0.0;0.0
5029704014;04;SECCION CENSAL;700604.606081;120.031026252983;49.0926893605494;2.35654596100279;2.43103448275862;0.0;0.0
5029704015;04;SECCION CENSAL;17893.1724161;91.0317100792752;40.026835508882;2.17487684729064;2.26992287917738;6.56851642129105;2.82776349614396
5029704016;04;SECCION CENSAL;44027.9279235;98.0209884901828;40.8663057709754;2.26515151515152;2.37678855325914;4.54849498327759;1.74880763116057
5029704017;04;SECCION CENSAL;52736.7490425;97.5270562770563;37.7470857845171;3.58839050131926;3.70572207084469;3.45588235294118;2.17983651226158
5029704018;04;SECCION CENSAL;27634.9075829;116.032448377581;47.6294300085213;2.25161290322581;2.41244239631336;10.6017191977077;4.14746543778802
5029704021;04;SECCION CENSAL;44262.288256;94.0867970660147;39.1843625645453;2.26308539944904;2.38115942028986;6.75593426658551;2.46376811594203
5029704023;04;SECCION CENSAL;28502.2708394;93.1646297627606;40.4857739827286;2.11719939117199;2.25811688311688;11.2868439971244;4.05844155844156
5029704024;04;SECCION CENSAL;23271.6756595;87.8693035253654;38.5149352701826;2.084229390681;2.26705653021442;12.2957867583835;4.09356725146199
5029704025;04;SECCION CENSAL;24083.1575931;87.1838134430727;36.1887326314183;2.24653312788906;2.39408866995074;11.8655692729767;4.43349753694581
5029704027;04;SECCION CENSAL;46683.2598236;82.6623931623932;34.8149835963581;2.17437252311757;2.37518037518037;18.7120291616039;6.49350649350649
5029704028;04;SECCION CENSAL;377972.291844;79.5919463087248;34.7172523518829;2.05082417582418;2.2184249628529;17.68251841929;6.2407132243685
5029704029;04;SECCION CENSAL;58744.3092303;92.4237508111616;40.7700980762145;2.05718085106383;2.23232323232323;9.95475113122172;3.60750360750361
5029704031;04;SECCION CENSAL;24185.2812985;100.588161209068;45.8958205789443;2.18181818181818;2.25806451612903;3.92857142857143;1.34408602150538
5029704033;04;SECCION CENSAL;212102.426973;98.993625498008;40.750328987082;2.2956204379562;2.34264432029795;3.33863275039746;1.48975791433892
5029704034;04;SECCION CENSAL;55153.5692868;88.5366541353384;39.9776102917549;2.14084507042253;2.18480492813142;5.07518796992481;1.84804928131417
5029704035;04;SECCION CENSAL;39158.8090119;97.8494117647059;40.423480392157;2.37430167597765;2.42165242165242;2.70588235294118;1.13960113960114
5029704036;04;SECCION CENSAL;87921.0283939;98.7486631016043;40.1869466726084;2.36974789915966;2.46288209606987;4.9645390070922;1.74672489082969
5029704037;04;SECCION CENSAL;616896.317706;143.882257189365;50.021440075699;2.78862973760933;2.88536953242836;0.0;0.0
5029704038;04;SECCION CENSAL;73963.7867173;91.531375935521;35.4666790743214;2.39586206896552;2.48853868194842;4.951065054692;1.86246418338109
5029704039;04;SECCION CENSAL;81156.1098957;69.5711662075298;26.4856300237856;2.38815789473684;2.59285714285714;26.9054178145087;11.4285714285714
5029704040;04;SECCION CENSAL;17194.5737867;72.9179548156956;27.876048113161;2.32963988919668;2.59567901234568;26.5160523186683;10.4938271604938
5029704041;04;SECCION CENSAL;89295.5899915;97.5876508161817;37.5305299266622;2.39629005059022;2.52846975088968;12.9486277269529;5.87188612099644
5029704042;04;SECCION CENSAL;3324463.07452;257.225203641591;75.9187566579219;3.42640364188164;3.58412698412698;1.28432240921169;0.793650793650794
5029704043;04;SECCION CENSAL;27179.6765969;114.800734618916;44.5599277010705;2.34193548387097;2.46380090497738;1.83654729109275;0.678733031674208
